c,e,mse
0.005,0.02,0.08849371496458197
0.005,0.021,0.08849656581116318
0.005,0.022,0.08854765137865334
0.005,0.023,0.08859971883692895
0.005,0.024,0.08859090820665917
0.005,0.025,0.088602543040467
0.005,0.026,0.08852215548924727
0.005,0.027,0.08849089818851513
0.005,0.028,0.08853164667610453
0.005,0.029,0.08853366243868986
0.005,0.03,0.08861649461658007
0.005,0.031,0.08870456878217617
0.005,0.032,0.08879552048141552
0.005,0.033,0.08881667897212484
0.005,0.034,0.08886059867462451
0.005,0.035,0.0889658443788148
0.005,0.036,0.08909589188239136
0.005,0.037,0.08915917879995254
0.005,0.038,0.08928434447746997
0.005,0.039,0.08942498371361442
0.005,0.04,0.0895479152870795
0.005,0.041,0.08969643013856467
0.005,0.042,0.0898444689177312
0.005,0.043,0.08997776420086408
0.005,0.044,0.09011991495545171
0.005,0.045,0.09026026235492629
0.005,0.046,0.09043572147209342
0.005,0.047,0.09056994668191426
0.005,0.048,0.09072517848760427
0.005,0.049,0.09083719080275615
0.005,0.05,0.09096272134897201
0.005,0.051,0.09110062819234899
0.005,0.052,0.09128187055440232
0.005,0.053,0.0913593044493174
0.005,0.054,0.09150755654970619
0.005,0.055,0.09167968197371433
0.005,0.056,0.09184314167120407
0.005,0.057,0.09193747832429112
0.005,0.058,0.09197764508725807
0.005,0.059,0.09209136694665125
0.005,0.06,0.0922134983656114
0.005,0.061,0.09233246948866104
0.005,0.062,0.0924554714535033
0.005,0.063,0.09260442971955699
0.005,0.064,0.09269398444189635
0.005,0.065,0.09281451274024768
0.005,0.066,0.09291308161057192
0.005,0.067,0.09283143423838397
0.005,0.068,0.09303006923914009
0.005,0.069,0.0930756655669815
0.005,0.07,0.0932509887154951
0.005,0.071,0.09342282158916329
0.005,0.072,0.09355266457598588
0.005,0.073,0.09360226428192014
0.005,0.074,0.09365404733398805
0.005,0.075,0.0938709399476096
0.005,0.076,0.09397289208150907
0.005,0.077,0.09410634432529973
0.005,0.078,0.09421935277602438
0.005,0.079,0.09426191578696562
0.005,0.08,0.094314850685974
0.005,0.081,0.0944813062174766
0.005,0.082,0.09464866527055762
0.005,0.083,0.09472197993682145
0.005,0.084,0.09491957680155506
0.005,0.085,0.09479970345124095
0.005,0.086,0.09496462409333596
0.005,0.087,0.0950610197099288
0.005,0.088,0.0951486474281302
0.005,0.089,0.09515310168911092
0.005,0.09,0.09530458387543425
0.005,0.091,0.09546362530260391
0.005,0.092,0.09561199004517892
0.005,0.093,0.09571452490776754
0.005,0.094,0.09593033431548631
0.005,0.095,0.09610409331728348
0.005,0.096,0.09627502608998123
0.005,0.097,0.0964475457422744
0.005,0.098,0.09663148334415572
0.005,0.099,0.09682779903754378
0.006,0.001,0.08392216690076015
0.006,0.002,0.08398566922235022
0.006,0.003,0.08412956792553479
0.006,0.004,0.08442277756701631
0.006,0.005,0.08443744228594036
0.006,0.006,0.08436066183586327
0.006,0.007,0.0843662544432073
0.006,0.008,0.08444274276001644
0.006,0.009,0.08460284528375367
0.006,0.01,0.08450961186286671
0.006,0.011,0.08454724013619284
0.006,0.012,0.08459761489095591
0.006,0.013,0.08467182574382731
0.006,0.014,0.08474868595694798
0.006,0.015,0.08469743388477273
0.006,0.016,0.08472536046767169
0.006,0.017,0.08486412126401116
0.006,0.018,0.08486825793350808
0.006,0.019,0.08492318569751081
0.006,0.02,0.08492162824657792
0.006,0.021,0.0850983418550204
0.006,0.022,0.0851878435024486
0.006,0.023,0.08522943676851513
0.006,0.024,0.08524122547932614
0.006,0.025,0.08527155573725015
0.006,0.026,0.0853881482734567
0.006,0.027,0.08545778927163308
0.006,0.028,0.08548052205763913
0.006,0.029,0.08543281596632268
0.006,0.03,0.08549600644540334
0.006,0.031,0.08556728294868068
0.006,0.032,0.08557166246493224
0.006,0.033,0.0855965237169656
0.006,0.034,0.08571384441502929
0.006,0.035,0.0857790826261835
0.006,0.036,0.08581517100314458
0.006,0.037,0.08593027045145006
0.006,0.038,0.08603152616914071
0.006,0.039,0.0861209318294956
0.006,0.04,0.08624775093551316
0.006,0.041,0.08634158770517639
0.006,0.042,0.08636165585569172
0.006,0.043,0.0864933111421879
0.006,0.044,0.0866387734354663
0.006,0.045,0.08680048959456181
0.006,0.046,0.08694263928308793
0.006,0.047,0.08710572927059876
0.006,0.048,0.08725469382726543
0.006,0.049,0.08742597642524984
0.006,0.05,0.08759101566827378
0.006,0.051,0.08777241077438262
0.006,0.052,0.08792130735211692
0.006,0.053,0.0881365462524511
0.006,0.054,0.08823537725789243
0.006,0.055,0.0883715076414013
0.006,0.056,0.08858208735284162
0.006,0.057,0.08874696550457398
0.006,0.058,0.08891277048149086
0.006,0.059,0.089086983695281
0.006,0.06,0.08918219647840962
0.006,0.061,0.08928222512801177
0.006,0.062,0.08952885544887751
0.006,0.063,0.0896705927329265
0.006,0.064,0.08990188170033349
0.006,0.065,0.09000858790226965
0.006,0.066,0.09017604488243174
0.006,0.067,0.09035432350812844
0.006,0.068,0.09054482384306506
0.006,0.069,0.09072702114762152
0.006,0.07,0.09097353847959343
0.006,0.071,0.09114226617109196
0.006,0.072,0.09133270477301411
0.006,0.073,0.09153159842581293
0.006,0.074,0.09171658053626022
0.006,0.075,0.09189203922742929
0.006,0.076,0.09199959035219954
0.006,0.077,0.09225994891927357
0.006,0.078,0.09238342537824713
0.006,0.079,0.09262014316428883
0.006,0.08,0.09270779541825748
0.006,0.081,0.09278712591011826
0.006,0.082,0.09289973436313478
0.006,0.083,0.09302070520659239
0.006,0.084,0.09316565753522044
0.006,0.085,0.09329973717448138
0.006,0.086,0.09340628821539952
0.006,0.087,0.09361216441933422
0.006,0.088,0.09375958319790689
0.006,0.089,0.09382570174854263
0.006,0.09,0.09403891266011363
0.006,0.091,0.09417397007814456
0.006,0.092,0.09441532944005757
0.006,0.093,0.09460639465916572
0.006,0.094,0.09468766837615315
0.006,0.095,0.09487753110396484
0.006,0.096,0.09506940590311647
0.006,0.097,0.09529907727299795
0.006,0.098,0.0954695616537913
0.006,0.099,0.09560498561053192
0.007,0.001,0.08320075380754091
0.007,0.002,0.08330836465871173
0.007,0.003,0.083354949685052
0.007,0.004,0.08349411554398592
0.007,0.005,0.08363778411481562
0.007,0.006,0.083613411908825
0.007,0.007,0.08369402780639218
0.007,0.008,0.08376307951718759
0.007,0.009,0.08383874830379877
0.007,0.01,0.0838892533010227
0.007,0.011,0.08394227157130325
0.007,0.012,0.08405436855245892
0.007,0.013,0.08406927093176803
0.007,0.014,0.08409479407887854
0.007,0.015,0.08414947091492672
0.007,0.016,0.0843208149205089
0.007,0.017,0.08428582720157023
0.007,0.018,0.08431229761948025
0.007,0.019,0.08436136248599681
0.007,0.02,0.08444044325545207
0.007,0.021,0.08460474391445007
0.007,0.022,0.084551719826466
0.007,0.023,0.08448933535278137
0.007,0.024,0.08454422083356947
0.007,0.025,0.08461038867485554
0.007,0.026,0.08465503981596431
0.007,0.027,0.08471006356046933
0.007,0.028,0.08476555575491183
0.007,0.029,0.08476626740742207
0.007,0.03,0.08485231103393685
0.007,0.031,0.08491925218945535
0.007,0.032,0.08503317534689916
0.007,0.033,0.08515215067282392
0.007,0.034,0.08527450500662621
0.007,0.035,0.08537693810187416
0.007,0.036,0.08536575539046636
0.007,0.037,0.0854510204849741
0.007,0.038,0.08552035391701934
0.007,0.039,0.08556203926067815
0.007,0.04,0.08567521702580971
0.007,0.041,0.08571214710915256
0.007,0.042,0.08578443534898968
0.007,0.043,0.0859021046375911
0.007,0.044,0.08607222446913583
0.007,0.045,0.08622890448662306
0.007,0.046,0.08636169062603809
0.007,0.047,0.0864785434931185
0.007,0.048,0.08662513604217062
0.007,0.049,0.08678675162986613
0.007,0.05,0.08694539320758218
0.007,0.051,0.08700444497000138
0.007,0.052,0.08716064059882038
0.007,0.053,0.08730329567509036
0.007,0.054,0.08745653806654521
0.007,0.055,0.0876056260370529
0.007,0.056,0.08774851122914137
0.007,0.057,0.08787014109087166
0.007,0.058,0.08796246472280952
0.007,0.059,0.0880996218218474
0.007,0.06,0.08823606209934728
0.007,0.061,0.08835113610009838
0.007,0.062,0.08853666844992816
0.007,0.063,0.08854441628935296
0.007,0.064,0.0887073260174422
0.007,0.065,0.0888430644631289
0.007,0.066,0.08901028554398636
0.007,0.067,0.08920420573540393
0.007,0.068,0.0893672488897042
0.007,0.069,0.08954138213021107
0.007,0.07,0.089716697488959
0.007,0.071,0.08991987071025409
0.007,0.072,0.0900510348765638
0.007,0.073,0.09027781830467504
0.007,0.074,0.09037425926744463
0.007,0.075,0.0904777775551119
0.007,0.076,0.09066593580639341
0.007,0.077,0.09078913584867049
0.007,0.078,0.09095005824984113
0.007,0.079,0.09107052447076491
0.007,0.08,0.09119342260375152
0.007,0.081,0.09129896369826851
0.007,0.082,0.09142899990793636
0.007,0.083,0.09155208727134756
0.007,0.084,0.09175320477155391
0.007,0.085,0.09187776877132096
0.007,0.086,0.09204350317293108
0.007,0.087,0.09219152756128335
0.007,0.088,0.0924078032343271
0.007,0.089,0.09255040314218273
0.007,0.09,0.09274164033711382
0.007,0.091,0.09277856358954406
0.007,0.092,0.09299661477371085
0.007,0.093,0.09319275032763036
0.007,0.094,0.09338786708557888
0.007,0.095,0.09360723262958642
0.007,0.096,0.0937291277391099
0.007,0.097,0.09382709402942709
0.007,0.098,0.0940068543830597
0.007,0.099,0.09411815930971784
0.008,0.001,0.08293217830262402
0.008,0.002,0.0830032674881258
0.008,0.003,0.08295074277064536
0.008,0.004,0.08304248960743811
0.008,0.005,0.08315641365407239
0.008,0.006,0.08331064258470017
0.008,0.007,0.08333628923447102
0.008,0.008,0.08343989298846709
0.008,0.009,0.08354764827105977
0.008,0.01,0.08351534621736527
0.008,0.011,0.08359878561352015
0.008,0.012,0.08374344412088684
0.008,0.013,0.08371166704479831
0.008,0.014,0.08369242202262783
0.008,0.015,0.08381395043784126
0.008,0.016,0.08388268724954064
0.008,0.017,0.08396639473637503
0.008,0.018,0.0841012618044646
0.008,0.019,0.08408599924954543
0.008,0.02,0.08408587051880038
0.008,0.021,0.0841585042324152
0.008,0.022,0.08417647589867999
0.008,0.023,0.0841318836573654
0.008,0.024,0.08410154963400396
0.008,0.025,0.08413652044585121
0.008,0.026,0.08429761862836338
0.008,0.027,0.08436551031372551
0.008,0.028,0.08447504042959686
0.008,0.029,0.08457979108119357
0.008,0.03,0.08467762177733022
0.008,0.031,0.0846663541706608
0.008,0.032,0.08478452488012538
0.008,0.033,0.08489995628628395
0.008,0.034,0.08493873631694845
0.008,0.035,0.08494251216885695
0.008,0.036,0.08503571406131381
0.008,0.037,0.08518520342521334
0.008,0.038,0.08531232829151224
0.008,0.039,0.08544465850799217
0.008,0.04,0.08552326743193334
0.008,0.041,0.0855921641631701
0.008,0.042,0.08568370333361552
0.008,0.043,0.08578134098050276
0.008,0.044,0.08585489837258747
0.008,0.045,0.08596341968237338
0.008,0.046,0.08595974254256919
0.008,0.047,0.08603713536652688
0.008,0.048,0.08614831152912665
0.008,0.049,0.08627981466103499
0.008,0.05,0.08638747472044725
0.008,0.051,0.08649537068891024
0.008,0.052,0.08665292747843756
0.008,0.053,0.08679763989000415
0.008,0.054,0.08688915112748043
0.008,0.055,0.08703474524880545
0.008,0.056,0.08706736585039743
0.008,0.057,0.08716424272273862
0.008,0.058,0.08727988882408538
0.008,0.059,0.08738454539665456
0.008,0.06,0.08754459439230233
0.008,0.061,0.08769484475382351
0.008,0.062,0.08782510470536256
0.008,0.063,0.08798755268916099
0.008,0.064,0.08814231981932252
0.008,0.065,0.0883278678127325
0.008,0.066,0.08842653819768698
0.008,0.067,0.08852399038463772
0.008,0.068,0.0887627828461545
0.008,0.069,0.08894852934726775
0.008,0.07,0.08914874192170939
0.008,0.071,0.08925074437904368
0.008,0.072,0.08942957410277068
0.008,0.073,0.08956573939483332
0.008,0.074,0.08969392898402365
0.008,0.075,0.08986833552974013
0.008,0.076,0.09001888920277301
0.008,0.077,0.09014956988756802
0.008,0.078,0.090316181867546
0.008,0.079,0.09048590951838449
0.008,0.08,0.09065729867143911
0.008,0.081,0.09084830528885855
0.008,0.082,0.09100318478865663
0.008,0.083,0.09118391575508744
0.008,0.084,0.09132317562989024
0.008,0.085,0.09147557597151056
0.008,0.086,0.09165002336112729
0.008,0.087,0.09177239726147521
0.008,0.088,0.09197553309856281
0.008,0.089,0.09210979163434996
0.008,0.09,0.09224034427796361
0.008,0.091,0.0923921643428415
0.008,0.092,0.09254615166276965
0.008,0.093,0.0928248461816302
0.008,0.094,0.09298461052301095
0.008,0.095,0.09308909432951294
0.008,0.096,0.09320218401428633
0.008,0.097,0.093332271786814
0.008,0.098,0.09347087663641876
0.008,0.099,0.09366371076923664
0.009,0.001,0.08276659331065202
0.009,0.002,0.08275451940935447
0.009,0.003,0.08279707368634653
0.009,0.004,0.08279185957090053
0.009,0.005,0.0828645754289749
0.009,0.006,0.08299995918988216
0.009,0.007,0.08310704578916187
0.009,0.008,0.0832080153750315
0.009,0.009,0.0833075780658399
0.009,0.01,0.08340732526816888
0.009,0.011,0.0834786674807726
0.009,0.012,0.08345471457968948
0.009,0.013,0.08344817699661483
0.009,0.014,0.08353463163629653
0.009,0.015,0.0835581922229313
0.009,0.016,0.08356023206779786
0.009,0.017,0.08358235356652907
0.009,0.018,0.0836341593955698
0.009,0.019,0.08374271469983224
0.009,0.02,0.08378284548828867
0.009,0.021,0.08382815697107485
0.009,0.022,0.08387381292750568
0.009,0.023,0.08387541897688615
0.009,0.024,0.08395594220063826
0.009,0.025,0.08405129416877535
0.009,0.026,0.08411837325442317
0.009,0.027,0.08413719265522952
0.009,0.028,0.08423366356967747
0.009,0.029,0.0843344623664536
0.009,0.03,0.08444366069692898
